id,timestamp,season,holiday,workingday,weather,temp,temp_feel,humidity,windspeed,demand
896,01-03-2017 18:00,spring,No,Yes,Clear or partly cloudy,13.12,15.91,39,12.998,5.411646052
897,01-03-2017 19:00,spring,No,Yes,Clear or partly cloudy,,15.15,49,8.9981,4.779123493
898,01-03-2017 20:00,spring,No,Yes,Clear or partly cloudy,12.3,15.91,61,6.0032,4.477336814
899,01-03-2017 21:00,spring,No,Yes,Clear or partly cloudy,10.66,15.15,56,0,4.143134726
900,01-03-2017 22:00,spring,No,Yes,Clear or partly cloudy,9.84,13.635,62,7.0015,3.850147602
901,01-03-2017 23:00,spring,No,Yes,Clear or partly cloudy,9.84,11.365,65,,3.218875825
902,02-03-2017 00:00,spring,No,Yes,Clear or partly cloudy,9.02,11.365,69,11.0014,2.079441542
903,02-03-2017 01:00,spring,No,Yes,Clear or partly cloudy,9.02,11.365,69,12.998,1.386294361
904,02-03-2017 02:00,spring,No,Yes,Clear or partly cloudy,9.02,11.365,69,12.998,0.693147181
905,02-03-2017 03:00,spring,No,Yes,Clear or partly cloudy,9.02,10.605,69,19.0012,1.386294361
906,02-03-2017 04:00,spring,No,Yes,Clear or partly cloudy,8.2,10.605,75,8.9981,0
907,02-03-2017 05:00,spring,No,Yes,Clear or partly cloudy,9.02,10.605,69,15.0013,1.609437912
908,02-03-2017 06:00,spring,No,Yes,Clear or partly cloudy,9.02,10.605,55,16.9979,3.688879454
909,02-03-2017 07:00,spring,No,Yes,Clear or partly cloudy,9.02,10.605,64,16.9979,4.700480366
910,02-03-2017 08:00,spring,No,Yes,Clear or partly cloudy,9.84,10.605,65,19.0012,5.545177444
911,02-03-2017 09:00,spring,No,Yes,Clear or partly cloudy,,12.88,56,19.9995,4.997212274
912,02-03-2017 10:00,spring,No,Yes,Clear or partly cloudy,13.12,15.15,49,19.0012,4.33073334
913,02-03-2017 11:00,spring,No,Yes,Clear or partly cloudy,13.94,15.15,53,22.0028,4.290459441
914,02-03-2017 12:00,spring,No,Yes,Clear or partly cloudy,16.4,20.455,43,12.998,4.406719247
915,02-03-2017 13:00,spring,No,Yes,Clear or partly cloudy,20.5,24.24,25,0,4.828313737
916,02-03-2017 14:00,spring,No,Yes,Clear or partly cloudy,,25,23,19.9995,4.564348191
917,02-03-2017 15:00,spring,No,Yes,Clear or partly cloudy,22.14,25.76,19,27.9993,4.700480366
918,02-03-2017 16:00,spring,No,Yes,Clear or partly cloudy,,25.76,19,22.0028,4.934473933
919,02-03-2017 17:00,spring,No,Yes,Clear or partly cloudy,20.5,24.24,,19.0012,5.590986981
920,02-03-2017 18:00,spring,No,Yes,Clear or partly cloudy,18.86,22.725,23,32.9975,5.303304908
921,02-03-2017 19:00,spring,No,Yes,Clear or partly cloudy,16.4,20.455,28,35.0008,5.010635294
922,02-03-2017 20:00,spring,No,Yes,Clear or partly cloudy,14.76,16.665,29,27.9993,4.553876892
923,02-03-2017 21:00,spring,No,Yes,Clear or partly cloudy,13.94,14.395,29,31.0009,4.262679877
924,02-03-2017 22:00,spring,No,Yes,Clear or partly cloudy,12.3,12.88,26,36.9974,3.871201011
925,02-03-2017 23:00,spring,No,Yes,Clear or partly cloudy,10.66,10.605,30,35.0008,3.091042453
926,03-03-2017 00:00,spring,No,Yes,Clear or partly cloudy,9.84,9.85,30,31.0009,2.564949357
927,03-03-2017 01:00,spring,No,Yes,Clear or partly cloudy,9.84,9.85,30,31.0009,0
928,03-03-2017 02:00,spring,No,Yes,Clear or partly cloudy,,8.335,27,31.0009,1.098612289
929,03-03-2017 03:00,spring,No,Yes,Clear or partly cloudy,8.2,8.335,27,31.0009,0
930,03-03-2017 04:00,spring,No,Yes,Clear or partly cloudy,6.56,6.06,31,32.9975,0
931,03-03-2017 05:00,spring,No,Yes,Clear or partly cloudy,5.74,6.06,33,19.9995,2.079441542
932,03-03-2017 06:00,spring,No,Yes,Clear or partly cloudy,,6.06,33,19.9995,3.555348061
933,03-03-2017 07:00,spring,No,Yes,Clear or partly cloudy,4.92,4.545,42,27.9993,4.709530201
934,03-03-2017 08:00,spring,No,Yes,Clear or partly cloudy,,6.06,39,19.9995,5.393627546
935,03-03-2017 09:00,spring,No,Yes,Clear or partly cloudy,6.56,6.82,37,19.0012,4.976733742
936,03-03-2017 10:00,spring,No,Yes,Clear or partly cloudy,7.38,9.09,29,12.998,4.025351691
937,03-03-2017 11:00,spring,No,Yes,Clear or partly cloudy,8.2,11.365,29,6.0032,3.912023005
938,03-03-2017 12:00,spring,No,Yes,Clear or partly cloudy,9.02,11.365,25,8.9981,4.276666119
939,03-03-2017 13:00,spring,No,Yes,Clear or partly cloudy,9.02,12.88,25,6.0032,4.382026635
940,03-03-2017 14:00,spring,No,Yes,Clear or partly cloudy,9.84,12.88,21,7.0015,4.356708827
941,03-03-2017 15:00,spring,No,Yes,Clear or partly cloudy,9.84,14.395,23,0,4.219507705
942,03-03-2017 16:00,spring,No,Yes,Clear or partly cloudy,10.66,15.15,23,0,4.262679877
943,03-03-2017 17:00,spring,No,Yes,Clear or partly cloudy,10.66,15.15,22,0,5.308267697
944,03-03-2017 18:00,spring,No,Yes,Clear or partly cloudy,9.84,10.605,35,22.0028,5.117993812
945,03-03-2017 19:00,spring,No,Yes,Clear or partly cloudy,8.2,9.85,40,16.9979,4.663439094
946,03-03-2017 20:00,spring,No,Yes,Clear or partly cloudy,8.2,11.365,40,6.0032,4.248495242
947,03-03-2017 21:00,spring,No,Yes,Clear or partly cloudy,7.38,10.605,40,7.0015,3.931825633
948,03-03-2017 22:00,spring,No,Yes,Clear or partly cloudy,8.2,12.88,40,0,3.970291914
949,03-03-2017 23:00,spring,No,Yes,Mist,7.38,10.605,43,6.0032,3.135494216
950,04-03-2017 00:00,spring,No,Yes,Mist,,9.85,55,12.998,2.48490665
951,04-03-2017 01:00,spring,No,Yes,Mist,7.38,9.09,64,12.998,1.386294361
952,04-03-2017 02:00,spring,No,Yes,Mist,7.38,9.09,64,12.998,0.693147181
953,04-03-2017 03:00,spring,No,Yes,Mist,7.38,8.335,74,16.9979,0
954,04-03-2017 04:00,spring,No,Yes,Mist,7.38,9.09,74,12.998,0
955,04-03-2017 05:00,spring,No,Yes,Mist,6.56,9.09,74,8.9981,1.945910149
956,04-03-2017 06:00,spring,No,Yes,Mist,6.56,9.85,74,6.0032,3.36729583
957,04-03-2017 07:00,spring,No,Yes,Clear or partly cloudy,6.56,9.09,80,8.9981,4.418840608
958,04-03-2017 08:00,spring,No,Yes,Clear or partly cloudy,7.38,9.85,74,8.9981,5.429345629
959,04-03-2017 09:00,spring,No,Yes,Clear or partly cloudy,9.02,11.365,60,8.9981,5.010635294
960,04-03-2017 10:00,spring,No,Yes,Clear or partly cloudy,9.84,11.365,60,16.9979,4.189654742
961,04-03-2017 11:00,spring,No,Yes,Clear or partly cloudy,11.48,13.635,52,15.0013,4.48863637
962,04-03-2017 12:00,spring,No,Yes,Clear or partly cloudy,13.12,15.15,43,11.0014,4.574710979
963,04-03-2017 13:00,spring,No,Yes,Clear or partly cloudy,13.94,15.91,42,15.0013,4.465908119
964,04-03-2017 14:00,spring,No,Yes,Clear or partly cloudy,14.76,16.665,40,19.0012,4.553876892
965,04-03-2017 15:00,spring,No,Yes,Clear or partly cloudy,,16.665,40,19.9995,4.663439094
966,04-03-2017 16:00,spring,No,Yes,Clear or partly cloudy,14.76,17.425,46,12.998,4.770684624
967,04-03-2017 17:00,spring,No,Yes,Mist,,,50,16.9979,5.429345629
968,04-03-2017 18:00,spring,No,Yes,Mist,13.94,15.15,53,19.9995,5.231108617
969,04-03-2017 19:00,spring,No,Yes,Clear or partly cloudy,13.12,15.15,61,16.9979,4.672828834
970,04-03-2017 20:00,spring,No,Yes,Mist,12.3,14.395,70,12.998,4.465908119
971,04-03-2017 21:00,spring,No,Yes,Mist,12.3,14.395,70,15.0013,4.248495242
972,04-03-2017 22:00,spring,No,Yes,Clear or partly cloudy,12.3,14.395,70,12.998,3.784189634
973,04-03-2017 23:00,spring,No,Yes,Mist,12.3,15.15,75,11.0014,3.828641396
974,05-03-2017 00:00,spring,No,No,Mist,11.48,14.395,81,7.0015,2.944438979
975,05-03-2017 01:00,spring,No,No,Mist,12.3,15.91,81,7.0015,3.218875825
976,05-03-2017 02:00,spring,No,No,Mist,12.3,14.395,87,12.998,2.995732274
977,05-03-2017 03:00,spring,No,No,Mist,12.3,14.395,87,12.998,0.693147181
978,05-03-2017 04:00,spring,No,No,Mist,12.3,15.15,93,11.0014,0
979,05-03-2017 05:00,spring,No,No,Mist,12.3,15.15,100,8.9981,1.098612289
980,05-03-2017 06:00,spring,No,No,Mist,12.3,14.395,100,15.0013,1.386294361
981,05-03-2017 07:00,spring,No,No,Mist,12.3,,100,19.9995,2.708050201
982,05-03-2017 08:00,spring,No,No,Mist,12.3,13.635,100,19.9995,3.80666249
983,05-03-2017 09:00,spring,No,No,Mist,13.12,15.15,93,15.0013,4.143134726
984,05-03-2017 10:00,spring,No,No,Mist,13.94,16.665,93,12.998,4.634728988
985,05-03-2017 11:00,spring,No,No,Mist,16.4,20.455,76,15.0013,5.068904202
986,05-03-2017 12:00,spring,No,No,Mist,18.04,21.97,67,16.9979,5.117993812
987,05-03-2017 13:00,spring,No,No,Mist,18.86,22.725,67,19.0012,5.247024072
988,05-03-2017 14:00,spring,No,No,Mist,19.68,23.485,59,19.0012,5.288267031
989,05-03-2017 15:00,spring,No,No,Mist,18.86,22.725,63,19.9995,5.323009979
990,05-03-2017 16:00,spring,No,No,Mist,19.68,23.485,59,,5.318119994
991,05-03-2017 17:00,spring,No,No,Mist,19.68,23.485,59,23.9994,5.099866428
992,05-03-2017 18:00,spring,No,No,Mist,19.68,23.485,59,22.0028,5.023880521
993,05-03-2017 19:00,spring,No,No,Mist,18.86,22.725,67,22.0028,4.48863637
994,05-03-2017 20:00,spring,No,No,Mist,18.04,21.97,77,22.0028,4.248495242
995,05-03-2017 21:00,spring,No,No,Mist,18.04,21.97,72,22.0028,4.276666119
996,05-03-2017 22:00,spring,No,No,Mist,17.22,21.21,77,19.9995,4.143134726
997,05-03-2017 23:00,spring,No,No,Mist,18.04,21.97,77,19.9995,3.784189634
998,06-03-2017 00:00,spring,No,No,Mist,17.22,21.21,77,23.9994,3.951243719
999,06-03-2017 01:00,spring,No,No,Mist,17.22,21.21,77,19.0012,3.663561646
1000,06-03-2017 02:00,spring,No,No,Mist,16.4,20.455,82,19.0012,3.465735903
1001,06-03-2017 03:00,spring,No,No,Mist,17.22,21.21,82,19.9995,2.397895273
1002,06-03-2017 04:00,spring,No,No,Mist,17.22,21.21,88,23.9994,1.098612289
1003,06-03-2017 06:00,spring,No,No,Mist,17.22,21.21,94,23.9994,0.693147181
1004,06-03-2017 07:00,spring,No,No,Light snow or rain,17.22,21.21,100,30.0026,1.609437912
1005,06-03-2017 08:00,spring,No,No,Mist,16.4,20.455,100,19.9995,2.197224577
1006,06-03-2017 09:00,spring,No,No,Mist,17.22,21.21,100,19.0012,3.091042453
1007,06-03-2017 10:00,spring,No,No,Mist,,21.21,100,19.9995,3.433987204
1008,06-03-2017 11:00,spring,No,No,Mist,17.22,21.21,100,15.0013,4.127134385
1009,06-03-2017 12:00,spring,No,No,Mist,18.86,22.725,94,22.0028,4.369447852
1010,06-03-2017 13:00,spring,No,No,Mist,18.86,22.725,94,23.9994,4.65396035
1011,06-03-2017 14:00,spring,No,No,Light snow or rain,18.04,21.97,100,15.0013,3.663561646
1012,06-03-2017 15:00,spring,No,No,Light snow or rain,18.04,21.97,100,15.0013,1.945910149
1013,06-03-2017 16:00,spring,No,No,Light snow or rain,14.76,16.665,100,19.0012,2.397895273
1014,06-03-2017 17:00,spring,No,No,Light snow or rain,13.94,,100,19.9995,3.218875825
1015,06-03-2017 18:00,spring,No,No,Light snow or rain,,14.395,100,23.9994,3.135494216
1016,06-03-2017 19:00,spring,No,No,Light snow or rain,12.3,12.88,100,32.9975,2.397895273
1017,06-03-2017 20:00,spring,No,No,Light snow or rain,11.48,12.12,100,27.9993,2.397895273
1018,06-03-2017 21:00,spring,No,No,Light snow or rain,9.84,9.09,93,40.9973,1.945910149
1019,06-03-2017 22:00,spring,No,No,Mist,9.02,9.85,100,26.0027,2.302585093
1020,06-03-2017 23:00,spring,No,No,Mist,9.02,9.85,100,27.9993,2.197224577
1021,07-03-2017 00:00,spring,No,Yes,Light snow or rain,8.2,9.09,100,22.0028,1.386294361
1022,07-03-2017 01:00,spring,No,Yes,Light snow or rain,,9.09,100,22.0028,0.693147181
1023,07-03-2017 03:00,spring,No,Yes,Clear or partly cloudy,8.2,7.575,80,39.0007,0
1024,07-03-2017 04:00,spring,No,Yes,Clear or partly cloudy,8.2,7.575,80,35.0008,0
1025,07-03-2017 05:00,spring,No,Yes,Clear or partly cloudy,8.2,9.09,75,23.9994,0
1026,07-03-2017 06:00,spring,No,Yes,Clear or partly cloudy,8.2,9.09,75,26.0027,3.526360525
1027,07-03-2017 07:00,spring,No,Yes,Clear or partly cloudy,8.2,8.335,75,27.9993,4.510859507
1028,07-03-2017 08:00,spring,No,Yes,Clear or partly cloudy,8.2,9.09,75,26.0027,5.351858133
1029,07-03-2017 09:00,spring,No,Yes,Clear or partly cloudy,9.02,9.09,64,31.0009,4.8978398
1030,07-03-2017 10:00,spring,No,Yes,Clear or partly cloudy,9.84,10.605,60,19.9995,4.060443011
1031,07-03-2017 11:00,spring,No,Yes,Clear or partly cloudy,10.66,10.605,48,30.0026,4.094344562
1032,07-03-2017 12:00,spring,No,Yes,Clear or partly cloudy,12.3,13.635,42,27.9993,4.564348191
1033,07-03-2017 13:00,spring,No,Yes,Clear or partly cloudy,13.12,14.395,36,26.0027,4.248495242
1034,07-03-2017 14:00,spring,No,Yes,Clear or partly cloudy,13.12,14.395,36,27.9993,4.343805422
1035,07-03-2017 15:00,spring,No,Yes,Clear or partly cloudy,13.94,15.15,31,26.0027,4.564348191
1036,07-03-2017 16:00,spring,No,Yes,Clear or partly cloudy,13.94,15.15,31,23.9994,4.804021045
1037,07-03-2017 17:00,spring,No,Yes,Clear or partly cloudy,13.94,15.15,29,23.9994,5.451038454
1038,07-03-2017 18:00,spring,No,Yes,Clear or partly cloudy,13.12,15.15,31,15.0013,5.451038454
1039,07-03-2017 19:00,spring,No,Yes,Clear or partly cloudy,12.3,14.395,33,15.0013,4.976733742
1040,07-03-2017 20:00,spring,No,Yes,Clear or partly cloudy,12.3,15.15,33,11.0014,4.521788577
1041,07-03-2017 21:00,spring,No,Yes,Clear or partly cloudy,11.48,13.635,38,15.0013,3.988984047
1042,07-03-2017 22:00,spring,No,Yes,Clear or partly cloudy,10.66,12.88,48,11.0014,3.555348061
1043,07-03-2017 23:00,spring,No,Yes,Clear or partly cloudy,11.48,15.91,48,0,3.091042453
1044,08-03-2017 00:00,spring,No,Yes,Clear or partly cloudy,,14.395,48,6.0032,2.302585093
1045,08-03-2017 01:00,spring,No,Yes,Clear or partly cloudy,9.84,12.12,52,8.9981,1.386294361
1046,08-03-2017 02:00,spring,No,Yes,Clear or partly cloudy,9.84,12.12,52,8.9981,0
1047,08-03-2017 03:00,spring,No,Yes,Clear or partly cloudy,9.84,12.88,52,6.0032,1.945910149
1048,08-03-2017 04:00,spring,No,Yes,Clear or partly cloudy,9.02,13.635,64,0,0.693147181
1049,08-03-2017 05:00,spring,No,Yes,Clear or partly cloudy,,11.365,69,7.0015,2.302585093
1050,08-03-2017 06:00,spring,No,Yes,Clear or partly cloudy,8.2,12.88,59,0,3.80666249
1051,08-03-2017 07:00,spring,No,Yes,Clear or partly cloudy,7.38,9.85,64,8.9981,4.852030264
1052,08-03-2017 08:00,spring,No,Yes,Clear or partly cloudy,9.02,11.365,55,12.998,5.549076085
1053,08-03-2017 09:00,spring,No,Yes,Clear or partly cloudy,,12.88,41,11.0014,5.017279837
1054,08-03-2017 10:00,spring,No,Yes,Mist,12.3,14.395,33,12.998,4.262679877
1055,08-03-2017 11:00,spring,No,Yes,Mist,14.76,17.425,25,11.0014,4.356708827
1056,08-03-2017 12:00,spring,No,Yes,Mist,14.76,18.94,23,0,4.59511985
1057,08-03-2017 13:00,spring,No,Yes,Mist,15.58,19.695,25,7.0015,4.584967479
1058,08-03-2017 14:00,spring,No,Yes,Mist,,19.695,20,0,4.276666119
1059,08-03-2017 15:00,spring,No,Yes,Mist,14.76,18.94,18,0,4.718498871
1060,08-03-2017 16:00,spring,No,Yes,Clear or partly cloudy,,19.695,27,11.0014,4.682131227
1061,08-03-2017 17:00,spring,No,Yes,Clear or partly cloudy,14.76,17.425,27,15.0013,5.513428746
1062,08-03-2017 18:00,spring,No,Yes,Clear or partly cloudy,13.94,16.665,27,12.998,5.459585514
1063,08-03-2017 19:00,spring,No,Yes,Clear or partly cloudy,13.94,17.425,31,7.0015,5.010635294
1064,08-03-2017 20:00,spring,No,Yes,Clear or partly cloudy,13.12,16.665,39,6.0032,4.33073334
1065,08-03-2017 21:00,spring,No,Yes,Clear or partly cloudy,12.3,14.395,49,12.998,4.317488114
1066,08-03-2017 22:00,spring,No,Yes,Clear or partly cloudy,12.3,14.395,49,15.0013,4.007333185
1067,08-03-2017 23:00,spring,No,Yes,Clear or partly cloudy,11.48,13.635,61,12.998,3.713572067
1068,09-03-2017 00:00,spring,No,Yes,Clear or partly cloudy,10.66,14.395,65,6.0032,2.197224577
1069,09-03-2017 01:00,spring,No,Yes,Clear or partly cloudy,10.66,13.635,52,8.9981,1.386294361
1070,09-03-2017 02:00,spring,No,Yes,Clear or partly cloudy,10.66,13.635,52,8.9981,0.693147181
1071,09-03-2017 03:00,spring,No,Yes,Clear or partly cloudy,,12.88,70,6.0032,1.098612289
1072,09-03-2017 04:00,spring,No,Yes,Clear or partly cloudy,,12.88,75,7.0015,0.693147181
1073,09-03-2017 05:00,spring,No,Yes,Mist,9.84,12.12,81,8.9981,2.079441542
1074,09-03-2017 06:00,spring,No,Yes,Mist,9.84,12.88,85,7.0015,3.891820298
1075,09-03-2017 07:00,spring,No,Yes,Mist,9.84,12.12,87,11.0014,4.94875989
1076,09-03-2017 08:00,spring,No,Yes,Mist,,12.12,87,8.9981,5.517452896
1077,09-03-2017 09:00,spring,No,Yes,Mist,10.66,12.12,87,16.9979,4.94875989
1078,09-03-2017 10:00,spring,No,Yes,Mist,12.3,14.395,75,16.9979,4.043051268
1079,09-03-2017 11:00,spring,No,Yes,Mist,13.12,14.395,76,26.0027,4.077537444
1080,09-03-2017 12:00,spring,No,Yes,Mist,13.12,15.15,76,16.9979,4.584967479
1081,09-03-2017 13:00,spring,No,Yes,Mist,13.12,14.395,76,23.9994,4.59511985
1082,09-03-2017 14:00,spring,No,Yes,Mist,13.94,15.15,76,19.9995,4.262679877
1083,09-03-2017 15:00,spring,No,Yes,Mist,14.76,16.665,71,19.9995,4.369447852
1084,09-03-2017 16:00,spring,No,Yes,Mist,13.94,15.15,76,22.0028,4.718498871
1085,09-03-2017 17:00,spring,No,Yes,Mist,13.94,15.15,76,19.9995,5.267858159
1086,09-03-2017 18:00,spring,No,Yes,Mist,13.94,15.91,76,16.9979,5.236441963
1087,09-03-2017 19:00,spring,No,Yes,Mist,13.94,15.15,76,22.0028,4.8978398
1088,09-03-2017 20:00,spring,No,Yes,Mist,13.12,15.91,87,12.998,4.510859507
1089,09-03-2017 21:00,spring,No,Yes,Mist,13.12,15.15,93,22.0028,4.127134385
1090,09-03-2017 22:00,spring,No,Yes,Light snow or rain,,15.91,93,11.0014,3.044522438
1091,09-03-2017 23:00,spring,No,Yes,Light snow or rain,,16.665,93,12.998,2.890371758
1092,10-03-2017 00:00,spring,No,Yes,Light snow or rain,13.94,15.91,0,16.9979,1.098612289
1093,10-03-2017 01:00,spring,No,Yes,Light snow or rain,,15.91,0,16.9979,0.693147181
1094,10-03-2017 02:00,spring,No,Yes,Light snow or rain,13.94,15.91,0,16.9979,0
1095,10-03-2017 05:00,spring,No,Yes,Light snow or rain,,17.425,0,12.998,1.098612289
1096,10-03-2017 06:00,spring,No,Yes,Light snow or rain,14.76,16.665,0,22.0028,2.48490665
1097,10-03-2017 07:00,spring,No,Yes,Light snow or rain,15.58,19.695,0,15.0013,3.610917913
1098,10-03-2017 08:00,spring,No,Yes,Light snow or rain,15.58,19.695,0,19.0012,3.784189634
1099,10-03-2017 09:00,spring,No,Yes,Light snow or rain,16.4,20.455,0,15.0013,3.17805383
1100,10-03-2017 10:00,spring,No,Yes,Light snow or rain,,20.455,0,11.0014,2.833213344
1101,10-03-2017 11:00,spring,No,Yes,Light snow or rain,,20.455,0,16.9979,2.397895273
1102,10-03-2017 12:00,spring,No,Yes,Light snow or rain,17.22,21.21,0,15.0013,3.526360525
1103,10-03-2017 13:00,spring,No,Yes,Light snow or rain,17.22,21.21,0,15.0013,2.48490665
1104,10-03-2017 14:00,spring,No,Yes,Light snow or rain,18.04,21.97,0,19.9995,2.48490665
1105,10-03-2017 15:00,spring,No,Yes,Light snow or rain,18.04,21.97,0,15.0013,2.63905733
1106,10-03-2017 16:00,spring,No,Yes,Light snow or rain,17.22,21.21,0,16.9979,3.044522438
1107,10-03-2017 17:00,spring,No,Yes,Mist,18.04,21.97,0,,4.709530201
1108,10-03-2017 18:00,spring,No,Yes,Light snow or rain,18.04,21.97,0,23.9994,4.406719247
1109,10-03-2017 19:00,spring,No,Yes,Light snow or rain,18.04,21.97,0,39.0007,4.025351691
1110,10-03-2017 20:00,spring,No,Yes,Light snow or rain,14.76,16.665,0,22.0028,3.63758616
1111,10-03-2017 21:00,spring,No,Yes,Light snow or rain,14.76,17.425,0,15.0013,3.33220451
1112,10-03-2017 22:00,spring,No,Yes,Mist,,,0,8.9981,3.526360525
1113,10-03-2017 23:00,spring,No,Yes,Light snow or rain,,17.425,0,6.0032,3.295836866
1114,11-03-2017 00:00,spring,No,Yes,Mist,13.94,17.425,100,6.0032,1.791759469
1115,11-03-2017 01:00,spring,No,Yes,Light snow or rain,,17.425,100,7.0015,2.079441542
1116,11-03-2017 02:00,spring,No,Yes,Light snow or rain,13.94,17.425,100,7.0015,1.609437912
1117,11-03-2017 03:00,spring,No,Yes,Mist,13.12,16.665,93,6.0032,0.693147181
1118,11-03-2017 05:00,spring,No,Yes,Clear or partly cloudy,12.3,14.395,81,15.0013,1.945910149
1119,11-03-2017 06:00,spring,No,Yes,Clear or partly cloudy,,12.12,81,19.0012,3.465735903
1120,11-03-2017 07:00,spring,No,Yes,Clear or partly cloudy,10.66,12.88,70,12.998,4.736198448
1121,11-03-2017 08:00,spring,No,Yes,Clear or partly cloudy,11.48,13.635,70,16.9979,5.556828062
1122,11-03-2017 09:00,spring,No,Yes,Mist,12.3,14.395,61,,5.049856007
1123,11-03-2017 10:00,spring,No,Yes,Mist,13.12,15.15,57,19.9995,4.356708827
1124,11-03-2017 11:00,spring,No,Yes,Mist,13.12,15.15,57,19.9995,4.394449155
1125,11-03-2017 12:00,spring,No,Yes,Mist,13.94,15.91,53,16.9979,4.709530201
1126,11-03-2017 13:00,spring,No,Yes,Clear or partly cloudy,14.76,16.665,53,16.9979,4.672828834
1127,11-03-2017 14:00,spring,No,Yes,Mist,,16.665,50,23.9994,4.48863637
1128,11-03-2017 15:00,spring,No,Yes,Mist,,15.91,53,16.9979,4.442651256
1129,11-03-2017 16:00,spring,No,Yes,Mist,13.94,15.15,49,19.9995,4.727387819
1130,11-03-2017 17:00,spring,No,Yes,Clear or partly cloudy,13.94,15.91,49,15.0013,5.407171771
1131,11-03-2017 18:00,spring,No,Yes,Clear or partly cloudy,13.12,15.15,49,22.0028,5.030437921
1132,11-03-2017 19:00,spring,No,Yes,Clear or partly cloudy,12.3,13.635,56,22.0028,4.770684624
1133,11-03-2017 20:00,spring,No,Yes,Clear or partly cloudy,12.3,15.15,56,11.0014,4.33073334
1134,11-03-2017 21:00,spring,No,Yes,Mist,12.3,14.395,52,16.9979,3.970291914
1135,11-03-2017 22:00,spring,No,Yes,Clear or partly cloudy,12.3,15.15,52,11.0014,4.158883083
1136,11-03-2017 23:00,spring,No,Yes,Clear or partly cloudy,12.3,14.395,52,16.9979,3.610917913
1137,12-03-2017 00:00,spring,No,No,Clear or partly cloudy,10.66,13.635,60,8.9981,3.526360525
1138,12-03-2017 01:00,spring,No,No,Clear or partly cloudy,9.84,11.365,65,12.998,2.890371758
1139,12-03-2017 02:00,spring,No,No,Clear or partly cloudy,9.84,11.365,65,12.998,2.63905733
1140,12-03-2017 03:00,spring,No,No,Clear or partly cloudy,9.84,11.365,65,16.9979,1.945910149
1141,12-03-2017 04:00,spring,No,No,Clear or partly cloudy,9.84,11.365,65,16.9979,0
1142,12-03-2017 05:00,spring,No,No,Clear or partly cloudy,9.02,11.365,69,12.998,0.693147181
1143,12-03-2017 06:00,spring,No,No,Clear or partly cloudy,9.02,10.605,75,16.9979,1.386294361
1144,12-03-2017 07:00,spring,No,No,Clear or partly cloudy,9.84,11.365,70,,3.135494216
1145,12-03-2017 08:00,spring,No,No,Clear or partly cloudy,10.66,12.88,65,11.0014,3.970291914
1146,12-03-2017 09:00,spring,No,No,Clear or partly cloudy,,14.395,65,7.0015,4.615120517
1147,12-03-2017 10:00,spring,No,No,Clear or partly cloudy,13.12,15.15,66,15.0013,4.59511985
1148,12-03-2017 11:00,spring,No,No,Clear or partly cloudy,13.94,15.15,49,22.0028,4.779123493
1149,12-03-2017 12:00,spring,No,No,Clear or partly cloudy,13.94,15.91,53,19.0012,5.062595033
1150,12-03-2017 13:00,spring,No,No,Clear or partly cloudy,14.76,16.665,51,,5.056245805
1151,12-03-2017 14:00,spring,No,No,Clear or partly cloudy,16.4,20.455,50,30.0026,5.111987788
1152,12-03-2017 15:00,spring,No,No,Clear or partly cloudy,17.22,21.21,44,32.9975,5.204006687
1153,12-03-2017 16:00,spring,No,No,Clear or partly cloudy,18.86,22.725,41,30.0026,5.497168225
1154,12-03-2017 17:00,spring,No,No,Clear or partly cloudy,18.86,22.725,44,22.0028,5.361292166
1155,12-03-2017 18:00,spring,No,No,Clear or partly cloudy,17.22,21.21,54,11.0014,4.976733742
1156,12-03-2017 19:00,spring,No,No,Clear or partly cloudy,17.22,21.21,54,6.0032,4.718498871
1157,12-03-2017 20:00,spring,No,No,Clear or partly cloudy,16.4,20.455,58,7.0015,4.454347296
1158,12-03-2017 21:00,spring,No,No,Clear or partly cloudy,15.58,19.695,62,0,4.406719247
1159,12-03-2017 22:00,spring,No,No,Clear or partly cloudy,,18.94,71,0,4.143134726
1160,12-03-2017 23:00,spring,No,No,Clear or partly cloudy,15.58,19.695,66,6.0032,3.891820298
1161,13-03-2017 00:00,spring,No,No,Clear or partly cloudy,15.58,,62,7.0015,3.63758616
1162,13-03-2017 01:00,spring,No,No,Clear or partly cloudy,14.76,17.425,66,8.9981,3.496507561
1163,13-03-2017 03:00,spring,No,No,Clear or partly cloudy,13.94,16.665,76,8.9981,3.135494216
1164,13-03-2017 04:00,spring,No,No,Clear or partly cloudy,13.94,16.665,66,11.0014,2.564949357
1165,13-03-2017 05:00,spring,No,No,Clear or partly cloudy,14.76,17.425,62,8.9981,1.098612289
1166,13-03-2017 06:00,spring,No,No,Clear or partly cloudy,13.94,18.18,66,0,0.693147181
1167,13-03-2017 07:00,spring,No,No,Clear or partly cloudy,14.76,17.425,62,,2.302585093
1168,13-03-2017 08:00,spring,No,No,Clear or partly cloudy,16.4,20.455,50,19.9995,3.526360525
1169,13-03-2017 09:00,spring,No,No,Clear or partly cloudy,16.4,20.455,50,27.9993,3.784189634
1170,13-03-2017 10:00,spring,No,No,Clear or partly cloudy,17.22,21.21,47,16.9979,4.804021045
1171,13-03-2017 11:00,spring,No,No,Clear or partly cloudy,18.04,21.97,41,27.9993,5.198497031
